kol1,kol2,kol3,kol4,kol5,kol6
91,-0.9849661710993326,-0.25084068446270369,-0.24108328607794724,-0.22953260577464313,3
92,-1.0009841616251709,-0.36105926928338522,-0.35847499857281923,-0.35291189773060944,3
93,-0.98507649814124532,-0.38702165318027271,-0.40212336827327644,-0.40918990880528,3
94,-0.9778379222218524,-0.31314554394559008,-0.31667974918652331,-0.31604957608271672,3
95,-0.99644018345825669,-0.23628499472967487,-0.2232477042853433,-0.22229215990538728,3
96,-0.9993797446427789,-0.34345556127378435,-0.34948801953158892,-0.34748530322839344,3
97,-1.0061863621438356,-0.40279655022393035,-0.40116595394345744,-0.42796046552934774,3
98,-0.97399143535381028,-0.31720333514814308,-0.31563631716300972,-0.32096754422221641,3
99,-1.0035890017842291,-0.21182605052258122,-0.24140491745437079,-0.25046482454025526,3
100,-1.0120224756660328,-0.34271880102779084,-0.34584161729888002,-0.35023786942662294,3
101,-1.0131930642802254,-0.40495821226547474,-0.40738166728782899,-0.39285776670246991,3
102,-0.98846671724273316,-0.32274212664213475,-0.31697894116459174,-0.31333440888174574,3
103,-1.0267258914382329,-0.22501667685567286,-0.24155451344340501,-0.23573335952011124,3
104,-1.0357577492761734,-0.35418907348698903,-0.35908460222813365,-0.35932208586072545,3
105,-1.0073924798054239,-0.39079521200366074,-0.39073537360804705,-0.4026376044855815,3
106,-0.99958169922797513,-0.33453403047775654,-0.32407353094453922,-0.32375002961825278,3
107,-1.0352379032142796,-0.23555197438340725,-0.23491993132973771,-0.23861682220874567,3
108,-1.0431515310341894,-0.3503444565688098,-0.35299604547444119,-0.3508325134830339,3
109,-1.0204409899489331,-0.40867193269324903,-0.41770005063146376,-0.42486382855633958,3
110,-1.0105657847228122,-0.32851279191912947,-0.32487760938559812,-0.32843986387447532,3
111,-1.0267109318393295,-0.25315194249328227,-0.25034327779916493,-0.25868138423795933,3
112,-1.0115138493033164,-0.36212140080552813,-0.3527716514908899,-0.35880597969855743,3
113,-1.0221576039231006,-0.40309948210172464,-0.39863404182905343,-0.38601749010388059,3
114,-1.0060105868567204,-0.3241109299417978,-0.3215191794317801,-0.31487524756879814,3
115,-1.0244744718032679,-0.24460627161970291,-0.24282981924992164,-0.23944707994788553,3
116,-1.0429757557470742,-0.38633725153044118,-0.38283296548731477,-0.38211303479008762,3
117,-1.0455226274603817,-0.42300696834245238,-0.42702362064802102,-0.44114361206298769,3
118,-1.027625337322301,-0.33513241443389336,-0.33722675828037235,-0.33787937078253411,3
119,-1.0351387958715443,-0.24520091567611391,-0.24197338221270079,-0.23883747629257113,3
120,-1.0199828522325158,-0.33813368396389226,-0.33698553474805465,-0.34368556510692444,3
121,-1.0149844762489102,-0.40662246764348037,-0.39860786253097241,-0.37901265791735361,3
122,-1.0185972193840864,-0.32527029885681297,-0.32361726317798489,-0.31856278869849147,3
123,-1.0299590347512348,-0.2525498186374196,-0.24886975730717797,-0.24847893778582608,3
124,-1.0581877978819907,-0.37800475494123559,-0.37262677913545567,-0.3885419224188329,3
125,-1.0322085844363367,-0.41650702261891592,-0.41133100139833217,-0.40936194419266936,3
126,-1.0136268926484246,-0.32974695882866173,-0.3275142386923261,-0.33149162205077326,3
127,-1.042670953919417,-0.25317064199191158,-0.24749347420806322,-0.24519904572625098,3
128,-1.0459658055778955,-0.35880036984896863,-0.36494128519882302,-0.36074324775655048,3
129,-1.0341308928954265,-0.41028382947509268,-0.42003374806039745,-0.41576465252333361,3
130,-1.0228756646704649,-0.33268278011345814,-0.3305098983727362,-0.32873531595281785,3
131,-1.0337176339757193,-0.25610646327670794,-0.25515652874634071,-0.249488710711807,3
132,-1.0652861275616639,-0.36842313184359432,-0.36899533650165017,-0.37651066500075642,3
133,-1.0435965791015662,-0.40972284451621438,-0.41466325205406923,-0.41026326002660046,3
134,-1.042824289808177,-0.32403239204755485,-0.33870775857181101,-0.33137194525954589,3
135,-1.0782411402120267,-0.26844065257257876,-0.26653330371239253,-0.2707650002521978,3
136,-1.087018684868609,-0.39296435384465678,-0.38780329222297649,-0.39963072510599384,3
137,-1.0697459579847464,-0.43424162711892172,-0.429349838277503,-0.43938959909156156,3
138,-1.0632516221107986,-0.34301612305599632,-0.33232374973977602,-0.33249017527757663,3
139,-1.0879873188976057,-0.27767072509598961,-0.27437587343751113,-0.27989409548301059,3
140,-1.0756213404540651,-0.37684538602622047,-0.38197278855036809,-0.3862830229844163,3
141,-1.0766647724775786,-0.43267834903351421,-0.43520652124819237,-0.42808388222030097,3
142,-1.0530042968619551,-0.33310164888275395,-0.32901767838211993,-0.33200024841348957,3
143,-1.0852833713958123,-0.24938586346934599,-0.25341373547409213,-0.25712558595200352,3
144,-1.0902910971287325,-0.38468047595188731,-0.37860687879709831,-0.37855265025107337,3
145,-1.0974754445021004,-0.42037407893545026,-0.42485447880702493,-0.43141239297631218,3
146,-1.1259510410147628,-0.35255660725665322,-0.35636008527784807,-0.35520258631269586,3
147,-1.1771689677603512,-0.28305618070122124,-0.28369570355434254,-0.28264292178151423,3
148,-1.1989875427609908,-0.41273720369525374,-0.41124124380491162,-0.41652759206740808,3
149,-1.2136778688841505,-0.45677826286692574,-0.46208144067818857,-0.44210102639280663,3
150,-1.2241944669132556,-0.37452103834660139,-0.37539243498272568,-0.37064463228075234,3
151,-1.2577264078552741,-0.31094461295692422,-0.30736926881900656,-0.3158532313471093,3
152,-1.2630482851651663,-0.43475399338136389,-0.42349315530681358,-0.43181256224697873,3
153,-1.2451547349268117,-0.47592280956357902,-0.47663339051149156,-0.48426091600237342,3
154,-1.2379498181049513,-0.39112619312939889,-0.38706092212739418,-0.39198450011648273,3
155,-1.2468732188508422,-0.31513330064988215,-0.31191324698592077,-0.31349709451982044,3
156,-1.2418524034688814,-0.44798575861143997,-0.44486668224007664,-0.44122214995723064,3
157,-1.2099753681555538,-0.48048174732939664,-0.48214226280767641,-0.48717429788881472,3
158,-1.1932636262305694,-0.38977982922809101,-0.38867281890923783,-0.38391753640781284,3
159,-1.2064467727642092,-0.3102676911065444,-0.31362986096008832,-0.31260325848534104,3
160,-1.2111702661179646,-0.44296307327961626,-0.4363920694612885,-0.44803998715746485,3
161,-1.1893086822704775,-0.48236291689150185,-0.4884402539460167,-0.47632110888438262,3
162,-1.1454340486366059,-0.3507352760901617,-0.35869004280705591,-0.35157862347834207,3
163,-1.1589986649422832,-0.29269390229475034,-0.29120916210358583,-0.28410896247404954,3
164,-1.1666617194805606,-0.42107344018418524,-0.41771875013009302,-0.42199906536633441,3
165,-1.1368304093172759,-0.4486851198601749,-0.44077149204026506,-0.42495732604948594,3
166,-1.1250740345290497,-0.36436347069117841,-0.36703001919571321,-0.36724506342994989,3
167,-1.1530073455814629,-0.28366578435653567,-0.28846781560453388,-0.29871327090351446,3
168,-1.1353494090258371,-0.39952039806408113,-0.40980886220990903,-0.40707686546017174,3
169,-1.1321387051111904,-0.45215200690604274,-0.45857715463506216,-0.46772681931436716,3
170,-1.1227384671502529,-0.35977087382782807,-0.35203302129503344,-0.3652367372771656,3
171,-1.1360412904751203,-0.29604111254939086,-0.2903564649660908,-0.28418002056884079,3
172,-1.1297713485847238,-0.40088172156429247,-0.41054188255617668,-0.40417470327290805,3
173,-1.1164068169143799,-0.44171020687145474,-0.45070840561186259,-0.46043027494922345,3
174,-1.1025448785804974,-0.35447517581601695,-0.35005087444033017,-0.34802197883905367,3
175,-1.1178522881584232,-0.26973465787772466,-0.27094638538890181,-0.2618715187041139,3
176,-1.1003663869901867,-0.41272598399607618,-0.41389283271054306,-0.42088831514775538,3
177,-1.0899788155016235,-0.44516587421814507,-0.45431740884731298,-0.43586661354980588,3
178,-1.077302425380837,-0.35272490274431667,-0.34452704254524186,-0.34054965918679475,3
179,-1.100070934911844,-0.27727429572504897,-0.27980620783945298,-0.26395464285141529,3
180,-1.0855582540256625,-0.3916254697428006,-0.39720914003350255,-0.40571180206023455,3
181,-1.0719319293745089,-0.4417326462698099,-0.44905536993303458,-0.45031758609051076,3
182,-1.0562748391722157,-0.33174406528226846,-0.32912239557444389,-0.33549705465716428,3
183,-1.0809357379645055,-0.26698957147894686,-0.26015677467980924,-0.26504295367163921,3
184,-1.0735999246522403,-0.4016633606069962,-0.39456129102759702,-0.39549065610947204,3
185,-1.0649140075389414,-0.42249834197973607,-0.42470114291826488,-0.44599800190714783,3
186,-1.0535989409183661,-0.33421987890078469,-0.32788822866491163,-0.33482013280678447,3
187,-1.071643957095618,-0.25772209995827744,-0.26497376552671087,-0.26448570861248677,3
188,-1.0698469352773445,-0.38235051842267948,-0.3851554432170709,-0.37801410469055025,3
189,-1.0687380550086283,-0.41998512936396132,-0.42277883445917525,-0.42263110842000395,3
190,-1.0669223336917257,-0.32643340767155393,-0.32469809419875706,-0.32120689780467115,3
191,-1.074177739159885,-0.26909887492432927,-0.26633508902692221,-0.27368960183781665,3
192,-1.0695795324469459,-0.38476649364558196,-0.38894396163936235,-0.38648497756961248,3
193,-1.0681340612029027,-0.42410275896212801,-0.42731159292691184,-0.44208980669362907,3
194,-1.0472785103816706,-0.33324376507233644,-0.3252403796590061,-0.33205634690937741,3
195,-1.0727995861109072,-0.24989074993233645,-0.24813299706118447,-0.2472896496730041,3
196,-1.0753240184258597,-0.40452438389727552,-0.39738865522034361,-0.38902436948346825,3
197,-1.0676964929349777,-0.42652621398448226,-0.42975374744789535,-0.43750842952945634,3
198,-1.0630309680269732,-0.33093250704175786,-0.3329370932948163,-0.33787937078253411,3
199,-1.0764123292460834,-0.27233014828746827,-0.26085613592854417,-0.25758559361828376,3
200,-1.0806384159362998,-0.40087050186511491,-0.39439673543965936,-0.39360948654736683,3
0,-1.0579185251017289,-0.43985334665756759,-0.43195467843656121,-0.43027359350978928,3
1,-1.0410758866863397,-0.32442321156890674,-0.32006996828801115,-0.30737487866859536,3
2,-1.0641211487970601,-0.24733826836944023,-0.24666882631851211,-0.25391488203735674,3
3,-1.0585917070523829,-0.37581878355147319,-0.37899769831845015,-0.38437380417436717,3
4,-1.0583392638208877,-0.41165076282489277,-0.42339404796407842,-0.40864201349544221,3
5,-1.0507192181294576,-0.33700423424668396,-0.33563917084674677,-0.33049493877383279,3
6,-1.0791873348426682,-0.26597792860310304,-0.26858463871202415,-0.26354886373115999,3
7,-1.0664698058248971,-0.38455518931107113,-0.38757702828956225,-0.39298679324301194,3
8,-1.0561495525313995,-0.42153905770005418,-0.42441130068951105,-0.4035220907707463,3
9,-1.0398118005790005,-0.32518989101270707,-0.32218675153284526,-0.31283513226834408,3
10,-1.0669746922878875,-0.2638873246563499,-0.26532718605080419,-0.26778617012055406,3
11,-1.0646316451096394,-0.39665750482393891,-0.39199384986579733,-0.39842834734413141,3
12,-1.0559457279963402,-0.4243178031963647,-0.42724988458143526,-0.42451788783169797,3
13,-1.0452178256327245,-0.32746748994575292,-0.3396595630520412,-0.34678968187938436,3
14,-1.0585169090578659,-0.25757437391910615,-0.25045734474080356,-0.26539637419573253,3
15,-1.0655367008432963,-0.39156750129704981,-0.38879997549991691,-0.38813988319830345,3
16,-1.0454702688642197,-0.41842746112814261,-0.41070456819425138,-0.42563611784972866,3
17,-1.0334708005938129,-0.31806538203495271,-0.31653202314735202,-0.31268553627930984,3
18,-1.0505696221404233,-0.25317625184150033,-0.25574556295316292,-0.2547339200773191,3
19,-1.0560373555396239,-0.39467535796923559,-0.38880745529936861,-0.38803516600597948,3
20,-1.0535297527734377,-0.43907170761486386,-0.43581799485336975,-0.4220682535112627,3
21,-1.0639079745126863,-0.34473460698002684,-0.35318678036045981,-0.34933281369296593,3
22,-1.0671654271739062,-0.27509954403446413,-0.26700266112798737,-0.27422253754875103,3
23,-1.073526996607586,-0.39622741635546554,-0.39995983628186915,-0.39597871302369614,3
24,-1.066064026704642,-0.42777721044278083,-0.43581799485336975,-0.45481481551085173,3
25,-1.0538626038490388,-0.33283050615262944,-0.33323441532302178,-0.33852824338497001,3
26,-1.0614658199917026,-0.24752900325545885,-0.25208420112155061,-0.24674923416261801,3
27,-1.0603606796227125,-0.37979803685978319,-0.37312979564858323,-0.37694262341909268,3
28,-1.0383794189839979,-0.41577587222251117,-0.40769020901521202,-0.41054936235562839,3
29,-1.0293008123994842,-0.31222739856289261,-0.30115729537436092,-0.31056501313474993,3
30,-1.0549490447193999,-0.24201265115982226,-0.24599564436785817,-0.23923577561337472,3
31,-1.0582251968792491,-0.36996958038023547,-0.37443502065290674,-0.37659107284486226,3
32,-1.0440341473694912,-0.40997902764743549,-0.41441828862202573,-0.41777484862598085,3
33,-1.0404307539836297,-0.31746699807881584,-0.31576534370355169,-0.32390523545687577,3
34,-1.0710493130392069,-0.26149004893207667,-0.25872626303466961,-0.25507051105264605,3
35,-1.06071036024708,-0.38677294984850336,-0.38274507784375716,-0.38262727100239274,3
36,-1.0645250579674523,-0.42865234697863097,-0.42324819187477009,-0.40802493004067608,3
37,-1.0671392478758253,-0.32865677805857491,-0.33232187978991312,-0.33377109093368201,3
38,-1.0668007869506353,-0.25412618637186757,-0.25382325449407328,-0.25080328546544517,3
39,-1.0565478518522031,-0.38179140341366408,-0.37812630168232592,-0.38009535888798868,3
40,-1.0494439123229409,-0.42932178902955909,-0.42530887662371636,-0.4089374655737848,3
41,-1.0480059208783494,-0.33049306882396989,-0.33402353416517727,-0.33514363413307091,3
42,-1.0757896359417285,-0.25331462813135697,-0.24947749101262945,-0.25688810231941173,3
43,-1.0537859359046589,-0.37730726364236356,-0.3775391374253666,-0.37340841817815945,3
44,-1.0415246746534423,-0.4094255224880089,-0.40906649211432677,-0.42615596391162258,3
45,-1.0311745021621377,-0.31336058817982676,-0.32729545455836356,-0.32367710157359858,3
46,-1.0537335773084968,-0.24682216220727218,-0.24748786435847442,-0.25226558625825457,3
47,-1.0548929462235122,-0.37310735625022806,-0.36544804161167643,-0.36897663700302091,3
48,-1.0511810957456007,-0.42114636822883939,-0.41117579555970918,-0.42701988074829517,3
49,-1.0354791267465973,-0.30951223136192163,-0.3223400874216053,-0.32294408122733093,3
50,-1.0594593637887815,-0.26473628189411907,-0.25853926804837685,-0.26437538157057405,3
51,-1.0694673354551703,-0.39042309198093811,-0.38658221496248474,-0.38628863283400505,3
52,-1.0506911688815137,-0.41638173597809974,-0.41450804621544624,-0.40167458030617376,3
53,-1.034708707403071,-0.32183146105888899,-0.32020086477841608,-0.32078615908551245,3
54,-1.0703873507877306,-0.25310893364643494,-0.25923862929711178,-0.25714989530022159,3
55,-1.0706828028660731,-0.39160116039458254,-0.39252117572714296,-0.3976990668975896,3
56,-1.0602540924805257,-0.42204020426331879,-0.43155450916589472,-0.43665386244209842,3
57,-1.0362196268923165,-0.32683170699235753,-0.32482338083957324,-0.32847539292187095,3
58,-1.0652188093665986,-0.25819145737387228,-0.26362179177581418,-0.26846309197093388,3
59,-1.0671598173243175,-0.38731149540902648,-0.38317516631223053,-0.37799353524205803,3
60,-1.0527219344326531,-0.43190979963985093,-0.42822973830960931,-0.43548701372763154,3
61,-1.0319486614053899,-0.33378418058272252,-0.32737025255288071,-0.33396556571942654,3
62,-1.0607458892944757,-0.25533791388304472,-0.25698720966214689,-0.25802503183607173,3
63,-1.0551491293547333,-0.38109204216492915,-0.38656351546385542,-0.38601936005374349,3
64,-1.0479105534353401,-0.42002813821080864,-0.41882389049908325,-0.40775939716014037,3
65,-1.0207046528796058,-0.3220072363460042,-0.31937808683872793,-0.31614868342545188,3
66,-1.0663127300364112,-0.25732006073774799,-0.2577314497075921,-0.25327535918423549,3
67,-1.0584495908628004,-0.39642563104093587,-0.38666075285672769,-0.40155116361522053,3
68,-1.0427438819640711,-0.41864063541251634,-0.41707361742738297,-0.40426633081619151,3
69,-1.0369002886424221,-0.3216893448693065,-0.3237051508215425,-0.32206894469148079,3
70,-1.0656002791386359,-0.25349414331819803,-0.25836723266098749,-0.25934521643929864,3
71,-1.0719693283717673,-0.38638400027701442,-0.3818998605057139,-0.36933566737670298,3
72,-1.0558709300018232,-0.41344965459302918,-0.40931332549623323,-0.42534440567111198,3
73,-1.0350527781778498,-0.31576534370355169,-0.32207081464134374,-0.3273422033049368,3
74,-1.0597323764687687,-0.24349739135098683,-0.24697923799575811,-0.25367552845490204,3
75,-1.0620959930955094,-0.39090179914584761,-0.38084894868274854,-0.37359915306417807,3
76,-1.0484023502492903,-0.40329956673705791,-0.40168766995521427,-0.41244923141636292,3
77,-1.0426746938191429,-0.31293049971135339,-0.31802050323824244,-0.3196679290674817,3
78,-1.0713372853180978,-0.25712558595200352,-0.25804934118428979,-0.26580776316557664,3
79,-1.0689306598445099,-0.38663457355864672,-0.38343695929304039,-0.37881257328202034,3
80,-1.0504910842461803,-0.42655800313215203,-0.42773981144552231,-0.40961812732389041,3
81,-1.0301553794868421,-0.31240317385000776,-0.31643852565420566,-0.31055753333529817,3
82,-1.0505939314886414,-0.25573434325398536,-0.25014693306355756,-0.24182004632394072,3
83,-1.0456329545022944,-0.37651814480020812,-0.37315971484639004,-0.37241360485108194,3
84,-1.0485388565892839,-0.40834843136696258,-0.41059985100192747,-0.41157783478023863,3
85,-1.0339289383102301,-0.32726553536055675,-0.31914247315599903,-0.32167999511999185,3
86,-1.06551987129453,-0.26071214978909879,-0.26007636683570334,-0.24762437069846815,3
87,-1.0694579857058555,-0.38617082599264063,-0.39322427687560374,-0.39393672777337918,3
88,-1.0422633048492986,-0.40333696573431649,-0.40326216773979934,-0.40509284865560552,3
89,-1.0353762795041361,-0.32402678219796605,-0.31781106885359456,-0.3201466362323912,3
90,-1.0540907377323161,-0.25501254260689526,-0.25810917957990348,-0.26229973722272432,3
91,-1.0511867055951896,-0.36737408997049192,-0.37462949543865121,-0.38389135710973182,3
92,-1.0411319851822274,-0.41006504534113014,-0.41406299814806946,-0.40075082507388754,3
93,-1.0480208804772531,-0.32870913665473689,-0.32375376951797863,-0.32648202636799006,3
94,-1.055564258224303,-0.24200517136037056,-0.24052791096865772,-0.24430707964163451,3
95,-1.0597679055161644,-0.39537471921797052,-0.3947838150612854,-0.40500683096191087,3
96,-1.0654488131997386,-0.42510318213879428,-0.42997253158185789,-0.42029554104120731,3
97,-1.0473159093789293,-0.32959549288976459,-0.32770310362848182,-0.32044208831073373,3
98,-1.0587450429411431,-0.26141899083728543,-0.26282145323448114,-0.26847431167011143,3
99,-1.0663332994849035,-0.38660465436083985,-0.38709084132520105,-0.39549626595906084,3
100,-1.050788406274386,-0.42953870321365867,-0.43049237764375181,-0.43228939946202527,3
101,-1.0380521777579856,-0.32866799775775246,-0.32495801722970402,-0.3364114601401359,3
102,-1.0724891744336613,-0.26595922910447373,-0.26235770566847511,-0.27120817836971167,3
103,-1.0627448656979452,-0.39625733555327236,-0.39351972895394632,-0.39992056733474762,3
104,-1.058023242294053,-0.41171060122050646,-0.42024505239490828,-0.40717223290318105,3
105,-1.0430393340424138,-0.33676114076450336,-0.33574762793879659,-0.33062209536451187,3
106,-1.0624307141209735,-0.26513271126505972,-0.26635565847541443,-0.26700453107785033,3
107,-1.0568115147828758,-0.3968818988074902,-0.39313451928218318,-0.39112058327981014,3
108,-1.0349611506345662,-0.3984227374945426,-0.4031088318510393,-0.41293915828044997,3
109,-1.016820767014305,-0.30556663715114429,-0.30236528298581217,-0.30686251240615314,4
110,-1.0511343469990275,-0.25977343495790911,-0.26143395043618883,-0.25428139221049056,4
111,-1.0519870441365224,-0.38612594719593035,-0.38885607399580474,-0.39795338007894776,4
112,-1.0473738778246799,-0.41463146290639946,-0.42455715677881944,-0.40991731930195885,4
113,-1.0375734705930761,-0.32415767868837098,-0.32045891785950009,-0.32386409655989135,4
114,-1.0577165705165328,-0.25295185785794905,-0.25129134237966927,-0.26036620906445718,4
115,-1.0613928919470486,-0.3988229067652091,-0.39174327658416502,-0.39490536180237568,4
116,-1.0399800960666641,-0.41122067435641946,-0.40174002855137625,-0.4148652066392654,4
117,-1.0389347940932876,-0.30189031572062852,-0.31716406620102161,-0.31801489338865369,4
118,-1.0654843422471343,-0.26335625889527847,-0.25626540901505684,-0.25007026511917751,4
119,-1.0663594787829844,-0.38484316158996201,-0.39006780150698184,-0.39208547740908078,4
120,-1.0565553316516547,-0.42528269732563534,-0.41433601082805688,-0.41207898134350324,4
121,-1.0571537156077917,-0.32132657459589853,-0.31205910307522911,-0.31651145369885986,4
122,-1.0730221101445956,-0.26146012973426985,-0.2645268475094712,-0.25944993363162261,4
123,-1.0648298597951096,-0.39739426506993242,-0.39559163340207015,-0.40186157529246652,4
124,-1.067586165893065,-0.41781411757310233,-0.41321030101057443,-0.40463284098932534,4
125,-1.0503994567028969,-0.33186561202335879,-0.32579949466802149,-0.32218488158298231,4
126,-1.0527406339312824,-0.24412195460520467,-0.24346747215317999,-0.2531182833957496,4
127,-1.053062265307706,-0.38602496990333229,-0.38800337685830971,-0.38674490060055944,4
128,-1.0372518392166525,-0.40427568056550617,-0.39857233348357679,-0.41033244817152881,4
129,-1.0320589884473026,-0.31431426260991985,-0.30529736437088273,-0.30990679078299938,4
130,-1.0595846504295976,-0.26292243052707925,-0.26724949450989383,-0.26396025270100409,4
131,-1.0465043511384187,-0.39500820904483669,-0.38814549304789225,-0.39510731638757185,4
132,-1.0393742323110755,-0.40697214826784783,-0.4101622827340024,-0.40759110167247686,4
133,-1.0298655372580885,-0.30545818005909448,-0.30988996123423301,-0.30692983060121853,4
134,-1.048250884310393,-0.24599938426758403,-0.24841909939021239,-0.24999920702438627,4
135,-1.0539841505901293,-0.39730450747651186,-0.39872940927206274,-0.40453560359645307,4
136,-1.0446325313256279,-0.40252166759407998,-0.40573050155886387,-0.42097994269103883,4
137,-1.0335493384880559,-0.31082119626597099,-0.31520809864439925,-0.30830985360005914,4
138,-1.0582513761773302,-0.27025637388948148,-0.2654206835439506,-0.26237453521724147,4
139,-1.0482415345610785,-0.3850675555735133,-0.38436819432477837,-0.38159505867805665,4
140,-1.0453113231258708,-0.41656873096439251,-0.41414153604231241,-0.42094254369378026,4
141,-1.0381886840979793,-0.32370889072126835,-0.32478224194258881,-0.32508704377024605,4
142,-1.062288597931391,-0.26722331521181286,-0.27138582360668978,-0.26296169947420073,4
143,-1.0520207032340552,-0.4018971043398622,-0.39856485368412509,-0.39824883215729034,4
144,-1.0507210880793205,-0.41168816182215134,-0.41112717686327305,-0.39735686607267384,4
145,-1.0420837896624577,-0.31497622486139626,-0.31809530123275953,-0.32452792876123066,4
146,-1.0599044118561582,-0.2600801067354292,-0.26552166083654866,-0.26249234205860589,4
147,-1.071045573139481,-0.39822826270879813,-0.40097708900730178,-0.40140343757604929,4
148,-1.0541131771306713,-0.41743638770079095,-0.42331551006983548,-0.40954145937951042,4
149,-1.0357334399279554,-0.30616876100700702,-0.31821871792371276,-0.31610941447833041,4
150,-1.0584159317652677,-0.27415334940382269,-0.2676870627778189,-0.27299772038853343,4
151,-1.0487464210240689,-0.38861298051362414,-0.39365436534407711,-0.39710629279104154,4
152,-1.0550406722626833,-0.41205093209555932,-0.41842372122841676,-0.42575766459081898,4
153,-1.0367432128539362,-0.31386921454254307,-0.31269114612889864,-0.30646421308534955,4
154,-1.0610600408714475,-0.26043165730965961,-0.25637760600683246,-0.25562214626220969,4
155,-1.0447484682171295,-0.40108180619962569,-0.40172880885219869,-0.39985885898927104,4
156,-1.0429065676021458,-0.40960503767484996,-0.40609701173199769,-0.42113888842938768,4
157,-1.0287267377915654,-0.30938507477124255,-0.30799009217349854,-0.30563021544648383,4
158,-1.0366702848092821,-0.25208420112155061,-0.25451139604363066,-0.25194956473141983,4
159,-1.0459452361294033,-0.3830442698218256,-0.38314150721469786,-0.37962226157266798,4
160,-1.0402213195989818,-0.40423080176879589,-0.40144457647303367,-0.4074919943297417,4
161,-0.99688897142535926,-0.30697283944806592,-0.30810228916527421,-0.30861091552799053,4
162,-1.0057562736753622,-0.25237965319989314,-0.24674736421275509,-0.24946627131345189,4
163,-0.95385207533007943,-0.3761665942259777,-0.37639098820952904,-0.37977933736115393,4
164,-0.89578452223658711,-0.38060211530084209,-0.37983169595731592,-0.3674956367115822,4
165,-0.86649175763382547,-0.29031906596883222,-0.28694941631583665,-0.28557126326685894,4
166,-0.8128821650135527,-0.20120660525101511,-0.20050724400228015,-0.19798094173746492,4
167,-0.77075780445138153,-0.32186699010628461,-0.33122795912010045,-0.31829725581795576,4
168,-0.7526398602294756,-0.32139389279096392,-0.32389588570756112,-0.33526892077388709,4
169,-0.74890183045348324,-0.22182093253992952,-0.20974479632514276,-0.22224354120895115,4
170,-0.79963731013443617,-0.16541763482444283,-0.16713798869833627,-0.17535454839604034,4
171,-0.81304111075190155,-0.31499866425975137,-0.31648714435064179,-0.30923921868193421,4
172,-0.8174841116262177,-0.32775172232491795,-0.33342141030931455,-0.34709074380731569,4
173,-0.81883047552752553,-0.22998887354119749,-0.23043018170884841,-0.23217297498109699,4
174,-0.87121151108785488,-0.19749101487337786,-0.18865737172090766,-0.19454397388940389,4
175,-0.88669095605316994,-0.34599495318764006,-0.34169406850290651,-0.34988444890252962,4
176,-0.90842725325984097,-0.36447379773309113,-0.36893549810603649,-0.37511381245314945,4
177,-0.89048882422477604,-0.26084678617922957,-0.26280275373585188,-0.26432489292427497,4
178,-0.92664991467407087,-0.22109726194297652,-0.22577587650002148,-0.21137726255547859,4
179,-0.93625397717006731,-0.34986948930362616,-0.34804441823740878,-0.35186659575723289,4
180,-0.95424663475115723,-0.38237295782103459,-0.37692392392046342,-0.37744376998235729,4
181,-0.9360052738382979,-0.27618037505523629,-0.2672083556129094,-0.26030450071898054,4
182,-0.94363840917876862,-0.19598383528385818,-0.20231548551973119,-0.19814923722512839,4
183,-0.95844093229370386,-0.35862833446157927,-0.35084186323234856,-0.35387118201029133,4
184,-0.96698286326755745,-0.36417086585529684,-0.37207701387575493,-0.38635969092879635,4
185,-0.95951241356516148,-0.28425855846308373,-0.28715698075062157,-0.29694429833318492,4
186,-0.97798003841143488,-0.23261615309861083,-0.23035351376446839,-0.2292465034456152,4
187,-0.98243051908520274,-0.36182594872718554,-0.35951095079688111,-0.3649038862015645,4
188,-0.99035162670456423,-0.38404095309876607,-0.37925388144967126,-0.37271653672887622,4
189,-0.97349776858999737,-0.28584053604712051,-0.28951311757791043,-0.28940840038558646,4
190,-1.0098084550283264,-0.24834991124528408,-0.24693996904863663,-0.24854064613130269,4
191,-1.0152013904330097,-0.39909778939505947,-0.3861128575468899,-0.38996121436479497,4
192,-0.98779727519180505,-0.39545699701193937,-0.38671872130247842,-0.37820857947629472,4
193,-0.99989959070467282,-0.29346058173855072,-0.28535060918303345,-0.28289536501300949,4
194,-1.010879936299784,-0.23529579125218616,-0.24228005399022093,-0.24420797229889935,4
195,-1.0289249524770359,-0.38749101059586755,-0.38855875196759926,-0.39254361512549807,4
196,-1.0158446531858569,-0.39460803977417019,-0.40267687343270298,-0.40625782742020944,4
197,-0.98926331588434036,-0.30928409747864449,-0.30851180818525537,-0.30024849974097806,4
198,-1.0370031358848832,-0.25298925685520757,-0.25686940282078247,-0.25520327749291394,4
199,-1.017703383349607,-0.38786126066872723,-0.38375298081987519,-0.3913767664110312,4
200,-1.032924775233838,-0.39685571950940923,-0.39973357234845486,-0.3954270778141325,4
0,-1.0145506478807109,-0.29306415236761002,-0.30401457876491433,-0.31080623666706758,4
1,-1.034891962489638,-0.25823259627085671,-0.25235721380153803,-0.25024791035615562,4
2,-1.0447017194705563,-0.3973680857718514,-0.39362818604599609,-0.39273435001151669,4
3,-1.0249494390684517,-0.38882428484813497,-0.38822964079172401,-0.38725352696327575,4
4,-0.99970698586879125,-0.30894563655345458,-0.29861977341036811,-0.28992076664802868,4
5,-1.0292895927003067,-0.25697412001310638,-0.25232168475414241,-0.2463154057944188,4
6,-1.0291082075636027,-0.38598944085593667,-0.38248515481281026,-0.39246694718111802,4
